term_id	annotation_genes	my_method	dhac
352	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '843903', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '822517', '824699', '824937', '825208', '825714', '826914', '827001', '827727', '827830', '830101', '831832', '831122', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
356	['837265', '838151', '838364', '839869', '841558', '841652', '842985', '843048', '843903', '844264', '816546', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
8371	['837265', '838151', '839869', '820775', '821840', '822055', '831122', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[6]
7876	['837265', '838151', '839869', '841447', '818300', '820775', '822055', '826914', '831122', '832247']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[6, 26, 27, 28]
257	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '839869', '841534', '841558', '841652', '841843', '842985', '843048', '843095', '843596', '843810', '843903', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '833979', '834212', '834232', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5]	[3, 4]
407	['837265', '838151', '838364', '839869', '841558', '841652', '843048', '843903', '844264', '816546', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
599	['837265', '838364', '841652', '842985', '843048', '844264', '816546', '818672', '820211', '822266', '824937', '827727', '827830', '831832', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[1, 2, 3, 4]
566	['837778', '838364', '841652', '842985', '843048', '844264', '816546', '817272', '817646', '820211', '822266', '825714', '827727', '831832', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[1, 2, 3, 4]
187954	['839392', '839930', '841920', '816651', '818300', '824524', '836393']	[47, 48, 49, 50, 51, 52]	[48, 49]
111239	['837265', '841447', '816768', '818822', '818899', '818903', '822055', '826914', '827001', '829995', '831122', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[29]
52773	['817646', '827564', '828577', '831832', '832136']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[17]
55996	['841447', '818822', '818899', '824970', '826914', '829995', '831528']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29, 38, 39, 40]
187952	['839392', '837040', '841920', '816651', '818300', '824524', '836393']	[47, 48, 49, 50, 51, 52]	[48, 49]
62321	['837974', '817221', '818599', '821143', '823859']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	[31, 38]
129254	['837265', '838079', '838151', '841447', '841652', '816546', '816936', '818822', '818899', '822055', '826914', '831528', '832247', '832454', '835375']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
128865	['837265', '838079', '838151', '841447', '841652', '816546', '816936', '818822', '818899', '822055', '825208', '826914', '831528', '832247', '832454', '835375']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[34]
280	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '839869', '841534', '841558', '841652', '841843', '842985', '843048', '843095', '843596', '843810', '843903', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827727', '827830', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '832057', '832070', '832136', '833979', '834212', '834232', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6]	[3, 4]
62103	['837265', '838151', '839869', '841447', '816936', '818899', '818903', '820775', '822055', '826914', '831122']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[28, 33]
112364	['837265', '841447', '818899', '818903', '822055', '826914', '827001', '829995', '831122', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29]
154905	['838021', '838455', '841843', '841900', '820211', '829283', '831832', '833979']	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[42, 43]
56141	['818822', '818899', '826914', '829995', '831472', '831528', '832070']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29, 35, 38, 39]
1151	['837265', '838151', '841652', '821840', '824699', '824937', '827001', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[3, 4]
1157	['837265', '838151', '841652', '824699', '824937', '825208', '827001', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[3, 4]
1595	['838364', '842985', '843048', '818672', '822266']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[0, 1, 2, 3, 4, 5]
40874	['839433', '837974', '838455', '816545', '817221', '818731', '819107', '820741', '828489', '833471', '835355']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[15, 16, 17]
1236	['837778', '843596', '817646', '825714', '831151', '831377', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[0, 1, 2, 3, 4, 5]
188457	['839392', '839930', '841920', '816651', '818300', '818633', '824524', '836393']	[48, 49, 50, 51, 52]	[48, 49]
188456	['839392', '837040', '841920', '816651', '818300', '818633', '824524', '836393']	[48, 49, 50, 51, 52]	[48, 49]
8293	['837265', '838151', '839869', '820775', '821840', '822055', '824699', '831122', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[6]
161591	['838021', '817646', '820211', '829283', '831832', '831377', '832136', '833979', '835355']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[39, 40, 42, 43]
32739	['837265', '838151', '839869', '841447', '816936', '818899', '820775', '822055', '831122', '835375']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[28, 33]
7902	['837265', '838151', '818300', '820775', '821840', '822055', '824699', '824937', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[6]
123733	['841447', '816768', '816936', '818822', '818899', '822055', '825208', '826914', '831528', '832247']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[34]
403	['837265', '838151', '838364', '839869', '841534', '841558', '843903', '816546', '818672', '820211', '821840', '822517', '824699', '824937', '824970', '825208', '826914', '827307', '827830', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
411	['837265', '838151', '838364', '839869', '841558', '843903', '816546', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827307', '827830', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
73682	['837265', '838151', '839869', '841447', '816936', '818899', '818903', '820775', '822055', '824937', '831122', '835375']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[33]
61823	['837974', '817221', '821143', '823859', '828489', '3770591']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[38]
79444	['841447', '818822', '818899', '826914', '829995', '831472', '831528', '832070']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29, 38, 39]
79459	['841447', '818822', '818899', '822055', '826914', '829995', '831472', '831528']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
79460	['841447', '816768', '818822', '818899', '822055', '826914', '831528', '832247']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29, 34]
8370	['837265', '838151', '839869', '841447', '818899', '820775', '822055', '831122', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[6, 26, 27, 28, 33]
6499	['816546', '817272', '831832', '832136', '834286']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[3, 4]
53526	['843596', '827564', '828577', '831832', '832136']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]	[17, 19]
473	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '821840', '822266', '824699', '824937', '825208', '827001', '827830', '829730', '831832', '831122', '832057', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
477	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '824699', '824937', '825208', '827001', '827727', '827830', '829730', '831832', '831122', '832057', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
50167	['837265', '838151', '841447', '816936', '827001', '831122', '835375']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[28, 33, 34, 35, 36]
966	['838364', '842985', '843048', '818672', '821840', '822266', '824937', '829730', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 1, 3, 4]
27049	['837179', '837265', '838151', '840894', '816768', '821840', '822055', '824699', '824937', '829730', '832247', '835375']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	[10]
32498	['837265', '838151', '841447', '816768', '816936', '818899', '820775', '822055', '831122', '832247', '835375']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[34]
32499	['837265', '838151', '841447', '816768', '816936', '818899', '820775', '822055', '826914', '831122', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[34]
170256	['838779', '841920', '842833', '843747', '814643', '818316', '829966']	[37, 38, 39, 40, 41, 42, 43, 44]	[37, 38, 39, 44]
483	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '821840', '822266', '824699', '824937', '825208', '825714', '827001', '827830', '829730', '831832', '832057', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
486	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '824699', '824937', '825208', '825714', '827001', '827727', '827830', '829730', '831832', '832057', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
99696	['841447', '816768', '816936', '818822', '818899', '822055', '826914', '831528', '832247']	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
55997	['818822', '818899', '824970', '826914', '829995', '831472', '831528', '832070']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29, 35, 38, 39]
109899	['838672', '818899', '818903', '824970', '826914', '829995', '830101', '831472', '831528', '832070']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]	[29]
25523	['837974', '838455', '821143', '820741', '3770591']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[12, 13, 15, 16, 17]
73570	['837265', '838151', '839869', '841447', '816936', '818899', '818903', '820775', '822055', '824937', '826914', '831122', '832247']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[33]
73572	['837265', '838151', '839869', '841447', '816936', '818899', '818903', '820775', '822055', '824937', '831122', '832247', '835375']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[33]
32653	['837265', '838151', '839869', '841447', '816936', '818899', '820775', '822055', '826914', '831122', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[28, 33]
32655	['837265', '838151', '839869', '841447', '816936', '818899', '820775', '822055', '831122', '832247', '835375']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[28, 33]
303	['837265', '838151', '838364', '839869', '841534', '841558', '841652', '843048', '843903', '816546', '817646', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827307', '827830', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7]	[3, 4]
8237	['837265', '838151', '841447', '816768', '818899', '820775', '822055', '826914', '831122', '832247']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[6, 27, 34]
8238	['837265', '838151', '841447', '816768', '818899', '820775', '822055', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[6, 27, 34]
7896	['837265', '838151', '839869', '841447', '818300', '820775', '821840', '822055', '824699', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[6]
79283	['841447', '818822', '818899', '824970', '826914', '829995', '831472', '831528', '832070']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29, 38, 39]
27242	['837179', '837265', '838151', '840894', '818672', '821840', '822055', '824699', '824937', '829730', '832247', '835375']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	[10]
27518	['837179', '837265', '838151', '840894', '818672', '821840', '822055', '824699', '824937', '829730', '835375']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[10]
8314	['837265', '838151', '839869', '841447', '818899', '820775', '822055', '826914', '831122', '832247']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[6, 26, 27, 28, 33]
8315	['837265', '838151', '839869', '841447', '818899', '820775', '822055', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[6, 26, 27, 28, 33]
25760	['817646', '825714', '827564', '828577', '832136']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[17]
40958	['837974', '838455', '821143', '820741', '3770591', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[12, 13, 15, 16, 17]
52825	['843596', '825714', '827564', '828577', '831832', '832136']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[17, 19]
187888	['839392', '837040', '839930', '841920', '814643', '816651', '818300', '824524', '836393']	[47, 48, 49, 50, 51]	[49]
129405	['837265', '838079', '838151', '841447', '841652', '816546', '816936', '818899', '818903', '825208', '826914', '831528', '832247', '835375']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[34]
530	['837265', '838151', '839869', '818672', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '829995', '830101', '831122', '831472', '832070', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
533	['837265', '838151', '839869', '818672', '821840', '824699', '824970', '825208', '826914', '827001', '827830', '829995', '830101', '831122', '831472', '832070', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
112597	['837265', '841447', '818822', '818899', '822055', '826914', '829995', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
800	['837265', '838364', '841652', '842985', '844264', '818672', '820211', '821840', '822266', '824699', '824937', '827001', '827830', '829730', '832247', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
801	['837265', '838364', '841652', '842985', '843048', '844264', '818672', '820211', '821840', '822266', '824937', '827001', '827830', '829730', '832247', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
1264	['824699', '824937', '825208', '827001', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[3, 4]
79463	['837265', '838151', '841447', '818822', '818899', '822055', '826914', '831528', '832247']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
860	['838807', '842103', '843903', '822517', '824970', '826914', '829995', '830101', '831472', '832070', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
8199	['837265', '838151', '839869', '818899', '820775', '821840', '822055', '824699', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[6]
8214	['837265', '838151', '839869', '841447', '816768', '818899', '820775', '822055', '826914', '831122', '832247']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[6, 27]
112357	['841447', '816768', '818822', '818899', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29, 38, 39]
59774	['843596', '827564', '828577', '831832', '832136', '833979']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]	[17, 19]
99704	['837265', '838151', '841447', '816936', '818822', '818899', '822055', '826914', '831528', '832247']	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
122580	['821143', '823859', '828489', '3770591', '836393']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[27]
122581	['818599', '821143', '823859', '828489', '836393']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[31, 34, 35, 36]
118694	['841468', '816768', '824970', '829995', '831472', '831528', '832070']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29, 30, 31, 32, 33, 38, 39]
74323	['837265', '838151', '841447', '816936', '818903', '824937', '827001', '831122', '835375']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[33]
112590	['841447', '816768', '818822', '818899', '822055', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
112592	['837265', '838151', '841447', '816936', '818822', '818899', '822055', '826914', '831528', '832247', '835375']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
519	['838807', '841558', '842103', '843903', '822517', '824970', '826914', '827307', '829995', '830101', '831122', '831472', '832070', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
18972	['841447', '816768', '826914', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29, 34, 38, 39]
118248	['841447', '816768', '818822', '818899', '822055', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29]
129240	['837265', '838079', '838151', '841447', '841652', '816546', '816936', '818899', '818903', '822055', '825208', '826914', '831528', '832247', '832454', '835375']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
8176	['837265', '838151', '839869', '816768', '818899', '820775', '821840', '822055', '824699', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]	[6]
18997	['837265', '838151', '826914', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[34]
8028	['837265', '838151', '839869', '841447', '816768', '818899', '820775', '821840', '822055', '824699', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	[6]
112838	['837265', '818903', '826914', '829995', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[29]
